id;nombreIndicador;codigoIndicador;unidadMedidaIndicador;valorIndicador;fechaIndicador
355;UNIDAD DE FOMENTO (UF);UF;Pesos;29409.93;2021-04-08
356;UNIDAD DE FOMENTO (UF);UF;Pesos;29408.04;2021-04-07
357;UNIDAD DE FOMENTO (UF);UF;Pesos;29406.14;2021-04-06
358;UNIDAD DE FOMENTO (UF);UF;Pesos;29404.24;2021-04-05
359;UNIDAD DE FOMENTO (UF);UF;Pesos;29402.35;2021-04-04
360;UNIDAD DE FOMENTO (UF);UF;Pesos;29400.45;2021-04-03
361;UNIDAD DE FOMENTO (UF);UF;Pesos;29398.56;2021-04-02
362;UNIDAD DE FOMENTO (UF);UF;Pesos;29396.67;2021-04-01
363;UNIDAD DE FOMENTO (UF);UF;Pesos;29394.77;2021-03-31
364;UNIDAD DE FOMENTO (UF);UF;Pesos;29392.88;2021-03-30
365;UNIDAD DE FOMENTO (UF);UF;Pesos;29390.98;2021-03-29
366;UNIDAD DE FOMENTO (UF);UF;Pesos;29389.09;2021-03-28
367;UNIDAD DE FOMENTO (UF);UF;Pesos;29387.19;2021-03-27
368;UNIDAD DE FOMENTO (UF);UF;Pesos;29385.3;2021-03-26
369;UNIDAD DE FOMENTO (UF);UF;Pesos;29383.41;2021-03-25
370;UNIDAD DE FOMENTO (UF);UF;Pesos;29381.51;2021-03-24
371;UNIDAD DE FOMENTO (UF);UF;Pesos;29379.62;2021-03-23
372;UNIDAD DE FOMENTO (UF);UF;Pesos;29377.72;2021-03-22
373;UNIDAD DE FOMENTO (UF);UF;Pesos;29375.83;2021-03-21
374;UNIDAD DE FOMENTO (UF);UF;Pesos;29373.94;2021-03-20
375;UNIDAD DE FOMENTO (UF);UF;Pesos;29372.04;2021-03-19
376;UNIDAD DE FOMENTO (UF);UF;Pesos;29370.15;2021-03-18
377;UNIDAD DE FOMENTO (UF);UF;Pesos;29368.26;2021-03-17
378;UNIDAD DE FOMENTO (UF);UF;Pesos;29366.37;2021-03-16
379;UNIDAD DE FOMENTO (UF);UF;Pesos;29364.47;2021-03-15
380;UNIDAD DE FOMENTO (UF);UF;Pesos;29362.58;2021-03-14
381;UNIDAD DE FOMENTO (UF);UF;Pesos;29360.69;2021-03-13
382;UNIDAD DE FOMENTO (UF);UF;Pesos;29358.8;2021-03-12
383;UNIDAD DE FOMENTO (UF);UF;Pesos;29356.9;2021-03-11
384;UNIDAD DE FOMENTO (UF);UF;Pesos;29355.01;2021-03-10
385;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.09;2021-03-10
386;EURO;EURO;Pesos;871.67;2021-03-10
387;DÓLAR OBSERVADO;DOLAR;Pesos;733.42;2021-03-10
388;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-10
389;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30573.06;2021-04-09
390;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30569;2021-04-08
391;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30564.93;2021-04-07
392;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30560.87;2021-04-06
393;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30556.81;2021-04-05
394;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30552.75;2021-04-04
395;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30548.69;2021-04-03
396;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30544.63;2021-04-02
397;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30540.57;2021-04-01
398;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30536.51;2021-03-31
399;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30532.45;2021-03-30
400;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30528.39;2021-03-29
401;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30524.33;2021-03-28
402;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30520.28;2021-03-27
403;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30516.22;2021-03-26
404;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30512.16;2021-03-25
405;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30508.11;2021-03-24
406;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30504.05;2021-03-23
407;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30500;2021-03-22
408;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30495.94;2021-03-21
409;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30491.89;2021-03-20
410;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30487.84;2021-03-19
411;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30483.79;2021-03-18
412;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30479.73;2021-03-17
413;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30475.68;2021-03-16
414;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30471.63;2021-03-15
415;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30467.58;2021-03-14
416;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30463.53;2021-03-13
417;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30459.48;2021-03-12
418;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30455.44;2021-03-11
419;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30451.39;2021-03-10
420;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.99;2021-03-11
421;EURO;EURO;Pesos;867.73;2021-03-11
422;DÓLAR OBSERVADO;DOLAR;Pesos;728.89;2021-03-11
423;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-11
424;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;51592;2021-04-01
425;BITCOIN;BITCOIN;Dólar;54881.52;2021-03-09
426;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.03;2021-03-12
427;EURO;EURO;Pesos;860.05;2021-03-12
428;DÓLAR OBSERVADO;DOLAR;Pesos;718.4;2021-03-12
429;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-12
430;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.11;2021-03-15
431;EURO;EURO;Pesos;858.68;2021-03-15
432;DÓLAR OBSERVADO;DOLAR;Pesos;718.37;2021-03-15
433;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-15
434;BITCOIN;BITCOIN;Dólar;57253.28;2021-03-12
435;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.13;2021-03-16
436;EURO;EURO;Pesos;860.56;2021-03-16
437;DÓLAR OBSERVADO;DOLAR;Pesos;721.49;2021-03-16
438;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-16
439;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.16;2021-03-17
440;EURO;EURO;Pesos;861.48;2021-03-17
441;DÓLAR OBSERVADO;DOLAR;Pesos;723.47;2021-03-17
442;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-17
443;BITCOIN;BITCOIN;Dólar;55754.72;2021-03-15
444;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.07;2021-03-18
445;EURO;EURO;Pesos;870.36;2021-03-18
446;DÓLAR OBSERVADO;DOLAR;Pesos;730.93;2021-03-18
447;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-18
448;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.11;2021-03-19
449;EURO;EURO;Pesos;864.46;2021-03-19
450;DÓLAR OBSERVADO;DOLAR;Pesos;724.59;2021-03-19
451;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-19
452;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.11;2021-03-22
453;EURO;EURO;Pesos;854.71;2021-03-22
454;DÓLAR OBSERVADO;DOLAR;Pesos;717.96;2021-03-22
455;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-22
456;BITCOIN;BITCOIN;Dólar;57665.9;2021-03-18
457;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.12;2021-03-23
458;EURO;EURO;Pesos;855.78;2021-03-23
459;DÓLAR OBSERVADO;DOLAR;Pesos;716.46;2021-03-23
460;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-23
461;BITCOIN;BITCOIN;Dólar;57411.17;2021-03-21
462;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.14;2021-03-24
463;EURO;EURO;Pesos;854.83;2021-03-24
464;DÓLAR OBSERVADO;DOLAR;Pesos;720.62;2021-03-24
465;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-24
466;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.07;2021-03-25
467;EURO;EURO;Pesos;855.53;2021-03-25
468;DÓLAR OBSERVADO;DOLAR;Pesos;723.35;2021-03-25
469;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-25
470;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.07;2021-03-26
471;EURO;EURO;Pesos;860.19;2021-03-26
472;DÓLAR OBSERVADO;DOLAR;Pesos;730.82;2021-03-26
473;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-26
474;BITCOIN;BITCOIN;Dólar;52508.23;2021-03-24
475;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.99;2021-03-29
476;EURO;EURO;Pesos;860.26;2021-03-29
477;DÓLAR OBSERVADO;DOLAR;Pesos;729.5;2021-03-29
478;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-29
479;BITCOIN;BITCOIN;Dólar;55863.93;2021-03-27
480;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.07;2021-03-30
481;EURO;EURO;Pesos;867;2021-03-30
482;DÓLAR OBSERVADO;DOLAR;Pesos;736.17;2021-03-30
483;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-30
484;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.02;2021-03-31
485;EURO;EURO;Pesos;857.77;2021-03-31
486;DÓLAR OBSERVADO;DOLAR;Pesos;732.11;2021-03-31
487;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-31
488;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.98;2021-04-01
489;TASA DE DESEMPLEO;TASA_DESEMPLEO;Porcentaje;10.3;2021-02-01
490;EURO;EURO;Pesos;847.6;2021-04-01
491;DÓLAR OBSERVADO;DOLAR;Pesos;721.82;2021-04-01
492;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-01
493;BITCOIN;BITCOIN;Dólar;58730.13;2021-03-30
494;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.99;2021-04-05
495;EURO;EURO;Pesos;844.66;2021-04-05
496;IMACEC;IMACEC;Porcentaje;-2.2;2021-02-01
497;DÓLAR OBSERVADO;DOLAR;Pesos;717.12;2021-04-05
498;BITCOIN;BITCOIN;Dólar;59031.32;2021-04-02
499;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.99;2021-04-06
500;EURO;EURO;Pesos;847.88;2021-04-06
501;DÓLAR OBSERVADO;DOLAR;Pesos;717.9;2021-04-06
502;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-05
503;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.99;2021-04-07
504;EURO;EURO;Pesos;852.22;2021-04-07
505;DÓLAR OBSERVADO;DOLAR;Pesos;718.17;2021-04-07
506;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-07
507;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-06
508;BITCOIN;BITCOIN;Dólar;59054.1;2021-04-05
509;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.11;2021-04-08
510;EURO;EURO;Pesos;848.13;2021-04-08
511;DÓLAR OBSERVADO;DOLAR;Pesos;714.21;2021-04-08
512;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-08
513;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.05;2021-04-09
514;EURO;EURO;Pesos;843.87;2021-04-09
515;DÓLAR OBSERVADO;DOLAR;Pesos;708.09;2021-04-09
516;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-09
517;INDICE DE PRECIOS AL CONSUMIDOR (IPC);IPC;Porcentaje;0.4;2021-03-01
518;UNIDAD DE FOMENTO (UF);UF;Pesos;29529.48;2021-05-09
519;UNIDAD DE FOMENTO (UF);UF;Pesos;29525.55;2021-05-08
520;UNIDAD DE FOMENTO (UF);UF;Pesos;29521.62;2021-05-07
521;UNIDAD DE FOMENTO (UF);UF;Pesos;29517.69;2021-05-06
522;UNIDAD DE FOMENTO (UF);UF;Pesos;29513.76;2021-05-05
523;UNIDAD DE FOMENTO (UF);UF;Pesos;29509.84;2021-05-04
524;UNIDAD DE FOMENTO (UF);UF;Pesos;29505.91;2021-05-03
525;UNIDAD DE FOMENTO (UF);UF;Pesos;29501.98;2021-05-02
526;UNIDAD DE FOMENTO (UF);UF;Pesos;29498.06;2021-05-01
527;UNIDAD DE FOMENTO (UF);UF;Pesos;29494.13;2021-04-30
528;UNIDAD DE FOMENTO (UF);UF;Pesos;29490.21;2021-04-29
529;UNIDAD DE FOMENTO (UF);UF;Pesos;29486.29;2021-04-28
530;UNIDAD DE FOMENTO (UF);UF;Pesos;29482.36;2021-04-27
531;UNIDAD DE FOMENTO (UF);UF;Pesos;29478.44;2021-04-26
532;UNIDAD DE FOMENTO (UF);UF;Pesos;29474.52;2021-04-25
533;UNIDAD DE FOMENTO (UF);UF;Pesos;29470.59;2021-04-24
534;UNIDAD DE FOMENTO (UF);UF;Pesos;29466.67;2021-04-23
535;UNIDAD DE FOMENTO (UF);UF;Pesos;29462.75;2021-04-22
536;UNIDAD DE FOMENTO (UF);UF;Pesos;29458.83;2021-04-21
537;UNIDAD DE FOMENTO (UF);UF;Pesos;29454.91;2021-04-20
538;UNIDAD DE FOMENTO (UF);UF;Pesos;29450.99;2021-04-19
539;UNIDAD DE FOMENTO (UF);UF;Pesos;29447.07;2021-04-18
540;UNIDAD DE FOMENTO (UF);UF;Pesos;29443.16;2021-04-17
541;UNIDAD DE FOMENTO (UF);UF;Pesos;29439.24;2021-04-16
542;UNIDAD DE FOMENTO (UF);UF;Pesos;29435.32;2021-04-15
543;UNIDAD DE FOMENTO (UF);UF;Pesos;29431.41;2021-04-14
544;UNIDAD DE FOMENTO (UF);UF;Pesos;29427.49;2021-04-13
545;UNIDAD DE FOMENTO (UF);UF;Pesos;29423.57;2021-04-12
546;UNIDAD DE FOMENTO (UF);UF;Pesos;29419.66;2021-04-11
547;UNIDAD DE FOMENTO (UF);UF;Pesos;29415.74;2021-04-10
548;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.09;2021-04-12
549;EURO;EURO;Pesos;846.6;2021-04-12
550;DÓLAR OBSERVADO;DOLAR;Pesos;711.23;2021-04-12
551;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-12
552;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30681.17;2021-05-09
553;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30677.56;2021-05-08
554;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30673.95;2021-05-07
555;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30670.34;2021-05-06
556;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30666.73;2021-05-05
557;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30663.12;2021-05-04
558;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30659.51;2021-05-03
559;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30655.91;2021-05-02
560;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30652.3;2021-05-01
561;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30648.69;2021-04-30
562;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30645.09;2021-04-29
563;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30641.48;2021-04-28
564;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30637.88;2021-04-27
565;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30634.27;2021-04-26
566;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30630.67;2021-04-25
567;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30627.06;2021-04-24
568;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30623.46;2021-04-23
569;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30619.86;2021-04-22
570;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30616.26;2021-04-21
571;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30612.65;2021-04-20
572;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30609.05;2021-04-19
573;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30605.45;2021-04-18
574;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30601.85;2021-04-17
575;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30598.25;2021-04-16
576;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30594.65;2021-04-15
577;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30591.05;2021-04-14
578;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30587.45;2021-04-13
579;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30583.85;2021-04-12
580;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30580.26;2021-04-11
581;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30576.66;2021-04-10
582;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;51798;2021-05-01
583;BITCOIN;BITCOIN;Dólar;58048.59;2021-04-08
584;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.05;2021-04-13
585;EURO;EURO;Pesos;844.76;2021-04-13
586;DÓLAR OBSERVADO;DOLAR;Pesos;709.51;2021-04-13
587;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-13
588;BITCOIN;BITCOIN;Dólar;59964.87;2021-04-11
589;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.02;2021-04-14
590;EURO;EURO;Pesos;846.63;2021-04-14
591;DÓLAR OBSERVADO;DOLAR;Pesos;708.71;2021-04-14
592;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-14
593;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.04;2021-04-15
594;EURO;EURO;Pesos;847.01;2021-04-15
595;DÓLAR OBSERVADO;DOLAR;Pesos;707.25;2021-04-15
596;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-15
597;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.12;2021-04-16
598;EURO;EURO;Pesos;840.59;2021-04-16
599;DÓLAR OBSERVADO;DOLAR;Pesos;701.98;2021-04-16
600;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-16
601;BITCOIN;BITCOIN;Dólar;62969.12;2021-04-14
602;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.22;2021-04-19
603;EURO;EURO;Pesos;840.08;2021-04-19
604;DÓLAR OBSERVADO;DOLAR;Pesos;701.55;2021-04-19
605;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-19
606;BITCOIN;BITCOIN;Dólar;60087.09;2021-04-17
607;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.19;2021-04-20
608;EURO;EURO;Pesos;843.62;2021-04-20
609;DÓLAR OBSERVADO;DOLAR;Pesos;700.96;2021-04-20
610;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-04-20
