id;nombreIndicador;codigoIndicador;unidadMedidaIndicador;valorIndicador;fechaIndicador
1316;UNIDAD DE FOMENTO (UF);UF;Pesos;30120.42;2021-10-08
1317;UNIDAD DE FOMENTO (UF);UF;Pesos;30116.41;2021-10-07
1318;UNIDAD DE FOMENTO (UF);UF;Pesos;30112.4;2021-10-06
1319;UNIDAD DE FOMENTO (UF);UF;Pesos;30108.4;2021-10-05
1320;UNIDAD DE FOMENTO (UF);UF;Pesos;30104.39;2021-10-04
1321;UNIDAD DE FOMENTO (UF);UF;Pesos;30100.39;2021-10-03
1322;UNIDAD DE FOMENTO (UF);UF;Pesos;30096.38;2021-10-02
1323;UNIDAD DE FOMENTO (UF);UF;Pesos;30092.38;2021-10-01
1324;UNIDAD DE FOMENTO (UF);UF;Pesos;30088.37;2021-09-30
1325;UNIDAD DE FOMENTO (UF);UF;Pesos;30084.37;2021-09-29
1326;UNIDAD DE FOMENTO (UF);UF;Pesos;30080.37;2021-09-28
1327;UNIDAD DE FOMENTO (UF);UF;Pesos;30076.36;2021-09-27
1328;UNIDAD DE FOMENTO (UF);UF;Pesos;30072.36;2021-09-26
1329;UNIDAD DE FOMENTO (UF);UF;Pesos;30068.36;2021-09-25
1330;UNIDAD DE FOMENTO (UF);UF;Pesos;30064.36;2021-09-24
1331;UNIDAD DE FOMENTO (UF);UF;Pesos;30060.36;2021-09-23
1332;UNIDAD DE FOMENTO (UF);UF;Pesos;30056.36;2021-09-22
1333;UNIDAD DE FOMENTO (UF);UF;Pesos;30052.36;2021-09-21
1334;UNIDAD DE FOMENTO (UF);UF;Pesos;30048.36;2021-09-20
1335;UNIDAD DE FOMENTO (UF);UF;Pesos;30044.36;2021-09-19
1336;UNIDAD DE FOMENTO (UF);UF;Pesos;30040.36;2021-09-18
1337;UNIDAD DE FOMENTO (UF);UF;Pesos;30036.37;2021-09-17
1338;UNIDAD DE FOMENTO (UF);UF;Pesos;30032.37;2021-09-16
1339;UNIDAD DE FOMENTO (UF);UF;Pesos;30028.38;2021-09-15
1340;UNIDAD DE FOMENTO (UF);UF;Pesos;30024.38;2021-09-14
1341;UNIDAD DE FOMENTO (UF);UF;Pesos;30020.38;2021-09-13
1342;UNIDAD DE FOMENTO (UF);UF;Pesos;30016.39;2021-09-12
1343;UNIDAD DE FOMENTO (UF);UF;Pesos;30012.4;2021-09-11
1344;UNIDAD DE FOMENTO (UF);UF;Pesos;30008.4;2021-09-10
1345;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.19;2021-09-10
1346;EURO;EURO;Pesos;936.2;2021-09-10
1347;DÓLAR OBSERVADO;DOLAR;Pesos;791.28;2021-09-10
1348;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-10
1349;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31223.08;2021-10-09
1350;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31219.25;2021-10-08
1351;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31215.41;2021-10-07
1352;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31211.58;2021-10-06
1353;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31207.75;2021-10-05
1354;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31203.92;2021-10-04
1355;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31200.09;2021-10-03
1356;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31196.26;2021-10-02
1357;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31192.43;2021-10-01
1358;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31188.6;2021-09-30
1359;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31184.78;2021-09-29
1360;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31180.95;2021-09-28
1361;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31177.12;2021-09-27
1362;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31173.29;2021-09-26
1363;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31169.47;2021-09-25
1364;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31165.64;2021-09-24
1365;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31161.82;2021-09-23
1366;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31157.99;2021-09-22
1367;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31154.17;2021-09-21
1368;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31150.34;2021-09-20
1369;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31146.52;2021-09-19
1370;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31142.7;2021-09-18
1371;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31138.87;2021-09-17
1372;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31135.05;2021-09-16
1373;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31131.23;2021-09-15
1374;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31127.41;2021-09-14
1375;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31123.59;2021-09-13
1376;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31119.77;2021-09-12
1377;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31115.95;2021-09-11
1378;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31112.13;2021-09-10
1379;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;52842;2021-10-01
1380;BITCOIN;BITCOIN;Dólar;46078.38;2021-09-08
1381;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.25;2021-09-13
1382;EURO;EURO;Pesos;933.15;2021-09-13
1383;DÓLAR OBSERVADO;DOLAR;Pesos;789.91;2021-09-13
1384;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-13
1385;BITCOIN;BITCOIN;Dólar;45144.79;2021-09-11
1386;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.39;2021-09-14
1387;EURO;EURO;Pesos;925.82;2021-09-14
1388;DÓLAR OBSERVADO;DOLAR;Pesos;784.26;2021-09-14
1389;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-14
1390;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.33;2021-09-15
1391;EURO;EURO;Pesos;925.94;2021-09-15
1392;DÓLAR OBSERVADO;DOLAR;Pesos;783.25;2021-09-15
1393;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-15
1394;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.28;2021-09-16
1395;EURO;EURO;Pesos;923.19;2021-09-16
1396;DÓLAR OBSERVADO;DOLAR;Pesos;781.85;2021-09-16
1397;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-16
1398;BITCOIN;BITCOIN;Dólar;47072.12;2021-09-14
1399;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.36;2021-09-20
1400;EURO;EURO;Pesos;917.69;2021-09-20
1401;DÓLAR OBSERVADO;DOLAR;Pesos;780.59;2021-09-20
1402;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-20
1403;BITCOIN;BITCOIN;Dólar;47263.6;2021-09-17
1404;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.22;2021-09-21
1405;EURO;EURO;Pesos;924.18;2021-09-21
1406;DÓLAR OBSERVADO;DOLAR;Pesos;788.05;2021-09-21
1407;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-21
1408;BITCOIN;BITCOIN;Dólar;42901.56;2021-09-20
1409;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.1;2021-09-22
1410;EURO;EURO;Pesos;920.51;2021-09-22
1411;DÓLAR OBSERVADO;DOLAR;Pesos;785.1;2021-09-22
1412;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-22
1413;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.07;2021-09-23
1414;EURO;EURO;Pesos;920.64;2021-09-23
1415;DÓLAR OBSERVADO;DOLAR;Pesos;785.03;2021-09-23
1416;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-23
1417;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.22;2021-09-24
1418;EURO;EURO;Pesos;924.64;2021-09-24
1419;DÓLAR OBSERVADO;DOLAR;Pesos;787.24;2021-09-24
1420;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-24
1421;BITCOIN;BITCOIN;Dólar;44888.96;2021-09-23
1422;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.21;2021-09-27
1423;EURO;EURO;Pesos;924.51;2021-09-27
1424;DÓLAR OBSERVADO;DOLAR;Pesos;788.98;2021-09-27
1425;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-27
1426;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.24;2021-09-28
1427;EURO;EURO;Pesos;930.93;2021-09-28
1428;DÓLAR OBSERVADO;DOLAR;Pesos;795.48;2021-09-28
1429;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-28
1430;BITCOIN;BITCOIN;Dólar;43182.63;2021-09-26
1431;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.25;2021-09-29
1432;EURO;EURO;Pesos;932.98;2021-09-29
1433;DÓLAR OBSERVADO;DOLAR;Pesos;798.63;2021-09-29
1434;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-29
1435;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.21;2021-09-30
1436;EURO;EURO;Pesos;932.24;2021-09-30
1437;DÓLAR OBSERVADO;DOLAR;Pesos;803.59;2021-09-30
1438;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-09-30
1439;BITCOIN;BITCOIN;Dólar;41522.38;2021-09-29
1440;UNIDAD DE FOMENTO (UF);UF;Pesos;30485.92;2021-11-09
1441;UNIDAD DE FOMENTO (UF);UF;Pesos;30474.19;2021-11-08
1442;UNIDAD DE FOMENTO (UF);UF;Pesos;30462.47;2021-11-07
1443;UNIDAD DE FOMENTO (UF);UF;Pesos;30450.75;2021-11-06
1444;UNIDAD DE FOMENTO (UF);UF;Pesos;30439.04;2021-11-05
1445;UNIDAD DE FOMENTO (UF);UF;Pesos;30427.33;2021-11-04
1446;UNIDAD DE FOMENTO (UF);UF;Pesos;30415.62;2021-11-03
1447;UNIDAD DE FOMENTO (UF);UF;Pesos;30403.92;2021-11-02
1448;UNIDAD DE FOMENTO (UF);UF;Pesos;30392.22;2021-11-01
1449;UNIDAD DE FOMENTO (UF);UF;Pesos;30380.53;2021-10-31
1450;UNIDAD DE FOMENTO (UF);UF;Pesos;30368.84;2021-10-30
1451;UNIDAD DE FOMENTO (UF);UF;Pesos;30357.16;2021-10-29
1452;UNIDAD DE FOMENTO (UF);UF;Pesos;30345.48;2021-10-28
1453;UNIDAD DE FOMENTO (UF);UF;Pesos;30333.8;2021-10-27
1454;UNIDAD DE FOMENTO (UF);UF;Pesos;30322.13;2021-10-26
1455;UNIDAD DE FOMENTO (UF);UF;Pesos;30310.47;2021-10-25
1456;UNIDAD DE FOMENTO (UF);UF;Pesos;30298.81;2021-10-24
1457;UNIDAD DE FOMENTO (UF);UF;Pesos;30287.15;2021-10-23
1458;UNIDAD DE FOMENTO (UF);UF;Pesos;30275.5;2021-10-22
1459;UNIDAD DE FOMENTO (UF);UF;Pesos;30263.85;2021-10-21
1460;UNIDAD DE FOMENTO (UF);UF;Pesos;30252.21;2021-10-20
1461;UNIDAD DE FOMENTO (UF);UF;Pesos;30240.57;2021-10-19
1462;UNIDAD DE FOMENTO (UF);UF;Pesos;30228.94;2021-10-18
1463;UNIDAD DE FOMENTO (UF);UF;Pesos;30217.31;2021-10-17
1464;UNIDAD DE FOMENTO (UF);UF;Pesos;30205.68;2021-10-16
1465;UNIDAD DE FOMENTO (UF);UF;Pesos;30194.06;2021-10-15
1466;UNIDAD DE FOMENTO (UF);UF;Pesos;30182.44;2021-10-14
1467;UNIDAD DE FOMENTO (UF);UF;Pesos;30170.83;2021-10-13
1468;UNIDAD DE FOMENTO (UF);UF;Pesos;30159.23;2021-10-12
1469;UNIDAD DE FOMENTO (UF);UF;Pesos;30147.62;2021-10-11
1470;UNIDAD DE FOMENTO (UF);UF;Pesos;30136.02;2021-10-10
1471;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.21;2021-10-12
1472;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.11;2021-10-08
1473;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.16;2021-10-07
1474;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.2;2021-10-06
1475;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.14;2021-10-05
1476;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.06;2021-10-04
1477;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.16;2021-10-01
1478;TASA DE DESEMPLEO;TASA_DESEMPLEO;Porcentaje;8.55;2021-08-01
1479;EURO;EURO;Pesos;948.29;2021-10-12
1480;EURO;EURO;Pesos;940.82;2021-10-08
1481;EURO;EURO;Pesos;942.59;2021-10-07
1482;EURO;EURO;Pesos;940.62;2021-10-06
1483;EURO;EURO;Pesos;936.32;2021-10-05
1484;EURO;EURO;Pesos;932.38;2021-10-04
1485;EURO;EURO;Pesos;939.48;2021-10-01
1486;IMACEC;IMACEC;Porcentaje;19.1;2021-08-01
1487;DÓLAR OBSERVADO;DOLAR;Pesos;820.18;2021-10-12
1488;DÓLAR OBSERVADO;DOLAR;Pesos;813.62;2021-10-08
1489;DÓLAR OBSERVADO;DOLAR;Pesos;816.28;2021-10-07
1490;DÓLAR OBSERVADO;DOLAR;Pesos;810.63;2021-10-06
1491;DÓLAR OBSERVADO;DOLAR;Pesos;805.89;2021-10-05
1492;DÓLAR OBSERVADO;DOLAR;Pesos;803.9;2021-10-04
1493;DÓLAR OBSERVADO;DOLAR;Pesos;811.9;2021-10-01
1494;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-12
1495;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-08
1496;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-07
1497;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-06
1498;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-05
1499;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-04
1500;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-01
1501;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31385.41;2021-11-09
1502;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31380.16;2021-11-08
1503;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31374.91;2021-11-07
1504;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31369.67;2021-11-06
1505;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31364.42;2021-11-05
1506;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31359.17;2021-11-04
1507;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31353.93;2021-11-03
1508;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31348.68;2021-11-02
1509;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31343.44;2021-11-01
1510;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31338.2;2021-10-31
1511;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31332.95;2021-10-30
1512;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31327.71;2021-10-29
1513;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31322.47;2021-10-28
1514;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31317.23;2021-10-27
1515;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31312;2021-10-26
1516;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31306.76;2021-10-25
1517;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31301.52;2021-10-24
1518;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31296.29;2021-10-23
1519;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31291.05;2021-10-22
1520;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31285.82;2021-10-21
1521;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31280.59;2021-10-20
1522;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31275.35;2021-10-19
1523;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31270.12;2021-10-18
1524;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31264.89;2021-10-17
1525;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31259.66;2021-10-16
1526;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31254.43;2021-10-15
1527;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31249.21;2021-10-14
1528;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31243.98;2021-10-13
1529;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31238.75;2021-10-12
1530;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31233.53;2021-10-11
1531;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;31228.3;2021-10-10
1532;INDICE DE PRECIOS AL CONSUMIDOR (IPC);IPC;Porcentaje;1.2;2021-09-01
1533;BITCOIN;BITCOIN;Dólar;53867.3;2021-10-08
1534;BITCOIN;BITCOIN;Dólar;51505.83;2021-10-05
1535;BITCOIN;BITCOIN;Dólar;47727.1;2021-10-02
1536;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.36;2021-10-13
1537;EURO;EURO;Pesos;953.74;2021-10-13
1538;DÓLAR OBSERVADO;DOLAR;Pesos;827.56;2021-10-13
1539;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;1.5;2021-10-13
1540;BITCOIN;BITCOIN;Dólar;57452.01;2021-10-11
1541;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.32;2021-10-14
1542;EURO;EURO;Pesos;950.39;2021-10-14
1543;DÓLAR OBSERVADO;DOLAR;Pesos;820.19;2021-10-14
1544;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-14
1545;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.43;2021-10-15
1546;EURO;EURO;Pesos;946.59;2021-10-15
1547;DÓLAR OBSERVADO;DOLAR;Pesos;816.81;2021-10-15
1548;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-15
1549;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.6;2021-10-18
1550;EURO;EURO;Pesos;958.12;2021-10-18
1551;DÓLAR OBSERVADO;DOLAR;Pesos;826.19;2021-10-18
1552;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-18
1553;BITCOIN;BITCOIN;Dólar;57397.74;2021-10-14
1554;BITCOIN;BITCOIN;Dólar;61546.21;2021-10-17
1555;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.78;2021-10-19
1556;EURO;EURO;Pesos;952.72;2021-10-19
1557;DÓLAR OBSERVADO;DOLAR;Pesos;820.29;2021-10-19
1558;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-19
1559;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;53476;2021-11-01
1560;LIBRA DE COBRE;LIBRA_COBRE;Dólar;5.13;2021-10-20
1561;EURO;EURO;Pesos;946.83;2021-10-20
1562;DÓLAR OBSERVADO;DOLAR;Pesos;813.33;2021-10-20
1563;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-20
1564;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.76;2021-10-21
1565;EURO;EURO;Pesos;945.64;2021-10-21
1566;DÓLAR OBSERVADO;DOLAR;Pesos;811.55;2021-10-21
1567;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-21
1568;BITCOIN;BITCOIN;Dólar;66063.56;2021-10-20
1569;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.75;2021-10-22
1570;EURO;EURO;Pesos;951.48;2021-10-22
1571;DÓLAR OBSERVADO;DOLAR;Pesos;817.61;2021-10-22
1572;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-22
1573;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.57;2021-10-25
1574;EURO;EURO;Pesos;949.4;2021-10-25
1575;DÓLAR OBSERVADO;DOLAR;Pesos;816.58;2021-10-25
1576;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-25
1577;BITCOIN;BITCOIN;Dólar;61277.28;2021-10-23
1578;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.47;2021-10-26
1579;EURO;EURO;Pesos;940.73;2021-10-26
1580;DÓLAR OBSERVADO;DOLAR;Pesos;810.16;2021-10-26
1581;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-26
1582;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.57;2021-10-27
1583;EURO;EURO;Pesos;935.02;2021-10-27
1584;DÓLAR OBSERVADO;DOLAR;Pesos;806.55;2021-10-27
1585;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-27
1586;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.52;2021-10-28
1587;EURO;EURO;Pesos;933.84;2021-10-28
1588;DÓLAR OBSERVADO;DOLAR;Pesos;804.32;2021-10-28
1589;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-28
1590;BITCOIN;BITCOIN;Dólar;60345.17;2021-10-26
1591;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.38;2021-10-29
1592;EURO;EURO;Pesos;940.97;2021-10-29
1593;DÓLAR OBSERVADO;DOLAR;Pesos;805.47;2021-10-29
1594;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-10-29
1595;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.47;2021-11-02
1596;TASA DE DESEMPLEO;TASA_DESEMPLEO;Porcentaje;8.41;2021-09-01
1597;EURO;EURO;Pesos;937.03;2021-11-02
1598;DÓLAR OBSERVADO;DOLAR;Pesos;810.91;2021-11-02
1599;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-02
1600;BITCOIN;BITCOIN;Dólar;62249.18;2021-10-29
1601;BITCOIN;BITCOIN;Dólar;61029.5;2021-11-01
1602;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.53;2021-11-03
1603;EURO;EURO;Pesos;943.05;2021-11-03
1604;IMACEC;IMACEC;Porcentaje;15.6;2021-09-01
1605;DÓLAR OBSERVADO;DOLAR;Pesos;814.42;2021-11-03
1606;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-03
1607;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.43;2021-11-04
1608;EURO;EURO;Pesos;944.33;2021-11-04
1609;DÓLAR OBSERVADO;DOLAR;Pesos;815.52;2021-11-04
1610;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-04
1611;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.38;2021-11-05
1612;EURO;EURO;Pesos;941.78;2021-11-05
1613;DÓLAR OBSERVADO;DOLAR;Pesos;815.58;2021-11-05
1614;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-05
1615;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.4;2021-11-08
1616;EURO;EURO;Pesos;939.19;2021-11-08
1617;DÓLAR OBSERVADO;DOLAR;Pesos;812.4;2021-11-08
1618;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-08
1619;BITCOIN;BITCOIN;Dólar;61441.83;2021-11-04
1620;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.42;2021-11-09
1621;EURO;EURO;Pesos;934.87;2021-11-09
1622;DÓLAR OBSERVADO;DOLAR;Pesos;806.61;2021-11-09
1623;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-09
1624;INDICE DE PRECIOS AL CONSUMIDOR (IPC);IPC;Porcentaje;1.3;2021-10-01
1625;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;54171;2021-12-01
1626;BITCOIN;BITCOIN;Dólar;63293.22;2021-11-07
1627;UNIDAD DE FOMENTO (UF);UF;Pesos;30882.24;2021-12-09
1628;UNIDAD DE FOMENTO (UF);UF;Pesos;30868.94;2021-12-08
1629;UNIDAD DE FOMENTO (UF);UF;Pesos;30855.66;2021-12-07
1630;UNIDAD DE FOMENTO (UF);UF;Pesos;30842.37;2021-12-06
1631;UNIDAD DE FOMENTO (UF);UF;Pesos;30829.1;2021-12-05
1632;UNIDAD DE FOMENTO (UF);UF;Pesos;30815.83;2021-12-04
1633;UNIDAD DE FOMENTO (UF);UF;Pesos;30802.56;2021-12-03
1634;UNIDAD DE FOMENTO (UF);UF;Pesos;30789.3;2021-12-02
1635;UNIDAD DE FOMENTO (UF);UF;Pesos;30776.05;2021-12-01
1636;UNIDAD DE FOMENTO (UF);UF;Pesos;30762.8;2021-11-30
1637;UNIDAD DE FOMENTO (UF);UF;Pesos;30749.56;2021-11-29
1638;UNIDAD DE FOMENTO (UF);UF;Pesos;30736.33;2021-11-28
1639;UNIDAD DE FOMENTO (UF);UF;Pesos;30723.1;2021-11-27
1640;UNIDAD DE FOMENTO (UF);UF;Pesos;30709.87;2021-11-26
1641;UNIDAD DE FOMENTO (UF);UF;Pesos;30696.65;2021-11-25
1642;UNIDAD DE FOMENTO (UF);UF;Pesos;30683.44;2021-11-24
1643;UNIDAD DE FOMENTO (UF);UF;Pesos;30670.23;2021-11-23
1644;UNIDAD DE FOMENTO (UF);UF;Pesos;30657.03;2021-11-22
1645;UNIDAD DE FOMENTO (UF);UF;Pesos;30643.83;2021-11-21
1646;UNIDAD DE FOMENTO (UF);UF;Pesos;30630.64;2021-11-20
1647;UNIDAD DE FOMENTO (UF);UF;Pesos;30617.46;2021-11-19
1648;UNIDAD DE FOMENTO (UF);UF;Pesos;30604.28;2021-11-18
1649;UNIDAD DE FOMENTO (UF);UF;Pesos;30591.1;2021-11-17
1650;UNIDAD DE FOMENTO (UF);UF;Pesos;30577.94;2021-11-16
1651;UNIDAD DE FOMENTO (UF);UF;Pesos;30564.77;2021-11-15
1652;UNIDAD DE FOMENTO (UF);UF;Pesos;30551.62;2021-11-14
1653;UNIDAD DE FOMENTO (UF);UF;Pesos;30538.47;2021-11-13
1654;UNIDAD DE FOMENTO (UF);UF;Pesos;30525.32;2021-11-12
1655;UNIDAD DE FOMENTO (UF);UF;Pesos;30512.18;2021-11-11
1656;UNIDAD DE FOMENTO (UF);UF;Pesos;30499.05;2021-11-10
1657;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.49;2021-11-10
1658;EURO;EURO;Pesos;924.53;2021-11-10
1659;DÓLAR OBSERVADO;DOLAR;Pesos;797.78;2021-11-10
1660;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;2.75;2021-11-10
